,CustomerID,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,ChurnCategory,ChurnReason,ChurnScore,City,CLTV,Country,Latitude,Longitude,Married,Referrals,Population,ReferredFriend,SatisfactionScore,StreamingMusic,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRevenue,UnlimitedData,ZipCode
153,2384-OVPSA,65,0,4.09,,,71,Caruthers,4947,United States,36.5276,-119.865999,No,0,5446,No,'3',No,0,155.42,0.0,891.32,No,'93609'
154,4883-QICIH,37,5,5.99,Other,Don't know,96,Bodega Bay,2356,United States,38.377165,-123.037957,Yes,1,1785,Yes,'2',No,0,191.68,19.67,2519.91,Yes,'94923'
155,6350-XFYGW,80,17,19.0,,,44,Ferndale,2757,United States,40.4785,-124.301372,No,0,2965,No,'4',Yes,0,76.0,0.0,498.4,Yes,'95536'
156,5780-INQIK,52,6,20.9,,,48,San Mateo,2907,United States,37.590421,-122.306467,No,0,32488,No,'4',No,0,167.2,0.0,575.45,Yes,'94401'
157,9057-MSWCO,71,13,0.0,Competitor,Competitor made better offer,91,San Diego,2927,United States,32.85723,-117.209774,Yes,0,34902,No,'1',No,140,0.0,0.0,945.1,No,'92122'
158,3500-RMZLT,76,8,19.11,Attitude,Attitude of support person,72,Fresno,2933,United States,36.739385,-119.753649,No,0,47999,No,'1',No,150,286.65,0.0,1863.4,No,'93702'
159,8413-VONUO,34,27,16.76,Dissatisfaction,Limited range of services,82,Grimes,5332,United States,39.033058,-121.895718,No,0,531,No,'3',Yes,0,33.52,0.0,200.82,Yes,'95950'
160,0384-RVBPI,64,29,12.6,,,80,Turlock,2120,United States,37.474396,-120.875917,No,0,40545,No,'3',Yes,0,252.0,0.0,1650.6,Yes,'95380'
161,4419-UJMUS,55,21,8.46,,,73,Wildomar,4637,United States,33.617108,-117.253349,Yes,0,19368,No,'4',Yes,0,583.74,0.0,7440.19,Yes,'92595'
162,6968-URWQU,50,23,4.34,,,70,Redlands,4928,United States,34.064073,-117.166158,Yes,9,36675,Yes,'4',No,0,186.62,0.0,2577.77,Yes,'92374'
163,0130-SXOUN,55,8,48.78,,,49,Glenhaven,4889,United States,39.045246,-122.743181,No,0,175,No,'3',Yes,40,3219.48,36.02,9200.36,No,'95443'
164,6516-NKQBO,28,73,22.05,,,75,Corona,3067,United States,33.819385,-117.600213,Yes,1,60294,Yes,'4',Yes,0,837.9,0.0,3922.8,Yes,'92882'
165,2108-YKQTY,42,30,9.81,Other,Don't know,90,Santa Monica,4930,United States,34.031529,-118.491156,No,0,23559,No,'3',No,0,39.24,0.0,190.54,Yes,'90403'
166,4730-AWNAU,59,24,0.0,,,69,Lower Lake,3671,United States,38.925545,-122.549083,Yes,7,2644,Yes,'3',Yes,0,0.0,0.0,2234.55,Yes,'95457'
167,2249-YPRNG,57,16,28.79,Dissatisfaction,Service dissatisfaction,84,The Sea Ranch,4223,United States,38.696659,-123.436861,Yes,3,752,Yes,'2',Yes,0,575.8,0.0,2815.45,Yes,'95497'
168,3164-YAXFY,56,30,0.0,,,58,Coulterville,5594,United States,37.722127,-120.110174,No,0,2271,No,'4',Yes,0,0.0,0.0,3196.0,Yes,'95311'
169,1708-PBBOA,51,13,0.0,,,62,Banning,3179,United States,33.936298,-116.849577,No,0,25859,No,'3',Yes,80,0.0,0.0,2428.45,No,'92220'
170,6094-ZIVKX,45,27,17.41,,,45,Inglewood,6309,United States,33.975332,-118.355252,No,0,30779,No,'4',No,0,1183.88,0.0,4858.83,Yes,'90302'
171,9667-EQRXU,74,7,0.0,Other,Don't know,94,Boron,3016,United States,34.95703,-117.73045,No,0,2241,No,'2',No,100,0.0,0.0,1272.95,No,'93516'
172,1930-BZLHI,31,0,22.53,,,40,Castroville,3721,United States,36.784481,-121.759054,No,0,8582,No,'5',No,0,473.13,0.0,895.83,No,'95012'
173,3389-YGYAI,79,15,45.16,Price,Price too high,72,Princeton,5546,United States,39.424957,-122.039307,No,0,495,No,'3',No,0,361.28,0.0,1190.83,Yes,'95970'
174,4750-UKWJK,77,0,25.35,,,77,Gilroy,5730,United States,37.03889,-121.528955,Yes,1,49968,Yes,'4',No,0,937.95,0.0,1665.75,No,'95020'
175,1907-YLNYW,47,27,41.13,,,35,Gasquet,4490,United States,41.867908,-123.794144,No,0,532,No,'3',Yes,0,329.04,0.0,908.04,Yes,'95543'
176,6507-DTJZV,50,17,30.19,,,43,Cardiff By The Sea,3660,United States,33.015866,-117.272254,No,0,10375,No,'5',Yes,0,392.47,0.0,1224.22,Yes,'92007'
177,5288-AHOUP,71,3,41.58,,,51,Palm Desert,4333,United States,33.694501,-116.412711,No,0,29340,No,'3',Yes,0,457.38,0.0,1331.58,Yes,'92260'
178,1925-LFCZZ,71,23,0.0,,,70,Potrero,4932,United States,32.619465,-116.593605,No,0,905,No,'4',No,0,0.0,0.0,2743.45,Yes,'91963'
179,0440-UEDAI,59,6,33.88,,,64,Callahan,5452,United States,41.388397,-122.794636,No,0,290,No,'4',Yes,0,1795.64,0.0,6838.39,Yes,'96014'
180,7641-EUYET,76,17,49.11,Dissatisfaction,Product dissatisfaction,72,Tranquillity,5712,United States,36.635661,-120.288644,Yes,3,1130,Yes,'1',No,0,2259.06,46.64,6753.62,Yes,'93668'
181,8894-JVDCV,39,13,36.84,,,43,Riverside,6494,United States,33.920907,-117.489426,No,0,38446,No,'4',Yes,0,2284.08,0.0,9417.53,Yes,'92505'
182,0596-BQCEQ,32,13,48.58,Competitor,Competitor had better devices,93,Hydesville,4120,United States,40.557314,-124.081662,Yes,1,1201,Yes,'1',Yes,0,3011.96,0.0,9295.26,Yes,'95547'
183,0122-OAHPZ,29,26,28.62,Competitor,Competitor made better offer,67,San Diego,2473,United States,32.85723,-117.209774,No,0,34902,No,'3',Yes,0,200.34,13.03,698.56,Yes,'92122'
184,8680-CGLTP,35,9,8.0,,,80,Nicasio,5198,United States,38.065359,-122.665566,No,0,607,No,'3',No,50,232.0,0.0,1978.2,No,'94946'
185,8050-XGRVL,22,71,32.92,,,71,Millville,5010,United States,40.531257,-122.148139,Yes,5,830,Yes,'4',No,0,2041.04,8.5,5457.89,Yes,'96062'
186,8402-OOOHJ,53,0,31.62,,,59,Buena Park,5918,United States,33.845706,-118.012204,No,0,44442,No,'5',No,0,1296.42,0.0,2131.57,No,'90620'
187,5876-HZVZM,55,20,14.51,Attitude,Attitude of service provider,87,West Covina,4914,United States,34.024405,-117.898722,Yes,1,31622,Yes,'1',No,30,87.06,0.0,482.41,No,'91792'
188,7684-XSZIY,53,0,20.42,,,43,Loomis,5160,United States,38.809175,-121.171375,Yes,3,11191,Yes,'4',No,0,1470.24,0.0,3113.49,No,'95650'
189,4475-NVTLU,21,0,17.23,,,24,Paso Robles,3451,United States,35.634222,-120.728341,Yes,6,35586,Yes,'3',No,0,775.35,0.0,1679.05,No,'93446'
190,7319-ZNRTR,43,0,15.76,,,51,Rio Linda,2888,United States,38.688764,-121.457596,Yes,1,14010,Yes,'4',No,0,394.0,0.0,805.15,No,'95673'
191,5248-KWLAR,31,29,18.42,,,28,Niland,6483,United States,33.345825,-115.596574,Yes,1,2753,Yes,'4',Yes,0,1307.82,0.0,7633.07,Yes,'92257'
192,9381-NDKME,74,29,0.0,Dissatisfaction,Limited range of services,85,El Monte,3843,United States,34.079934,-118.046695,Yes,1,30211,Yes,'1',No,0,0.0,0.0,933.3,Yes,'91731'
193,0967-BMLBD,37,0,49.19,,,72,Hornitos,5837,United States,37.479926,-120.230424,Yes,8,128,Yes,'5',No,0,541.09,0.0,737.44,No,'95325'
194,1666-JZPZT,61,15,2.69,,,51,Twin Bridges,5428,United States,38.805481,-120.13287,No,0,25,No,'3',No,0,72.63,0.0,1363.98,Yes,'95735'
195,5195-KPUNQ,72,28,34.58,,,58,Lakehead,4766,United States,40.883853,-122.418258,No,0,1236,No,'4',Yes,0,1832.74,0.0,7039.29,Yes,'96051'
196,3134-DSHVC,49,21,23.62,,,75,Stockton,5989,United States,37.965695,-121.260051,No,0,34138,No,'4',No,0,1488.06,0.0,7706.51,Yes,'95205'
197,0365-TRTPY,52,30,11.73,,,44,Covina,5135,United States,34.08111,-117.853935,No,0,25068,No,'3',No,0,434.01,0.0,3816.31,No,'91724'
198,3097-FQTVJ,23,0,10.09,,,21,Denair,5913,United States,37.524721,-120.757977,No,0,5513,No,'4',No,0,413.69,0.0,1223.99,No,'95316'
199,6583-SZVGP,59,4,9.91,,,76,Indio,5994,United States,33.752938,-116.230055,No,0,2743,No,'4',Yes,0,475.68,0.0,5543.13,Yes,'92203'
200,8999-YPYBV,63,3,30.8,,,35,Garden Valley,3403,United States,38.852544,-120.837669,Yes,3,2536,Yes,'3',Yes,0,1386.0,0.0,5244.05,Yes,'95633'
201,4992-LTJNE,40,27,24.24,,,64,Cantua Creek,6259,United States,36.488056,-120.407691,Yes,5,1766,Yes,'4',No,0,1745.28,0.0,5728.88,Yes,'93608'
202,4132-POCZS,47,26,0.0,,,54,West Point,6371,United States,38.41935,-120.469545,Yes,1,2198,Yes,'3',Yes,0,0.0,0.0,2020.9,Yes,'95255'
203,5982-PSMKW,20,51,27.97,,,71,North Hollywood,5991,United States,34.1692,-118.372498,Yes,1,36625,Yes,'4',Yes,0,643.31,0.0,2841.61,Yes,'91601'
204,5062-CJJKH,63,53,36.17,,,25,Burbank,5854,United States,34.174215,-118.345928,Yes,1,29245,Yes,'5',No,0,904.25,0.0,2259.7,Yes,'91505'
205,6770-UAYGJ,23,0,33.65,,,35,Lebec,5616,United States,34.845861,-118.885163,Yes,8,1247,Yes,'3',No,0,1648.85,0.0,2860.5,No,'93243'
206,7898-PDWQE,22,41,18.04,,,20,Maxwell,5228,United States,39.281194,-122.226568,Yes,2,1146,Yes,'3',Yes,0,1280.84,0.0,7007.99,Yes,'95955'
207,9661-JALZV,23,0,47.9,,,54,Atascadero,5138,United States,35.453912,-120.69461,No,0,29539,No,'4',No,0,2778.2,0.0,4297.2,No,'93422'
208,5370-IIVVL,26,59,38.72,,,21,Le Grand,4812,United States,37.249377,-120.249581,No,0,3256,No,'3',Yes,0,1432.64,0.0,5210.64,Yes,'95333'
209,1137-DGOWI,53,13,17.33,,,66,Coachella,5417,United States,33.680031,-116.171678,Yes,7,23170,Yes,'4',Yes,0,519.9,0.0,2718.8,Yes,'92236'
210,0310-MVLET,63,7,49.33,Dissatisfaction,Service dissatisfaction,77,Snelling,5612,United States,37.521708,-120.426843,Yes,1,1158,Yes,'3',Yes,0,3009.13,0.0,9019.18,Yes,'95369'
211,2103-ZRXFN,19,26,24.66,,,69,La Quinta,3631,United States,33.695532,-116.310571,No,0,23971,No,'4',No,0,24.66,0.0,75.41,Yes,'92253'
212,0746-JTRFU,22,73,0.0,Dissatisfaction,Product dissatisfaction,77,Kingsburg,4810,United States,36.478239,-119.52137,No,0,14088,No,'1',Yes,0,0.0,0.0,56.35,Yes,'93631'
213,3583-KRKMD,51,20,26.84,,,62,San Diego,4668,United States,32.762506,-117.07245,No,0,56887,No,'4',No,0,483.12,15.57,1840.6,Yes,'92115'
214,0052-DCKON,28,41,43.77,,,42,Los Angeles,5845,United States,34.044271,-118.185237,Yes,9,55668,Yes,'3',Yes,0,2888.82,0.0,10830.97,Yes,'90063'
215,2272-UOINI,44,13,3.34,,,47,Rancho Cucamonga,3601,United States,34.133809,-117.523724,No,0,12937,No,'4',Yes,0,23.38,0.0,594.43,Yes,'91739'
216,4098-NAUKP,70,13,20.31,,,72,Oceano,6404,United States,35.059695,-120.604741,Yes,1,7435,Yes,'3',No,0,1381.08,0.0,7064.68,Yes,'93445'
217,9298-WGMRW,26,76,24.32,,,44,Echo Lake,4697,United States,38.851842,-120.076204,Yes,4,69,Yes,'3',Yes,0,1751.04,0.0,10063.79,Yes,'95721'
218,0680-DFNNY,62,29,40.7,Competitor,Competitor offered more data,90,Winters,2055,United States,38.578604,-122.024579,Yes,1,8406,Yes,'2',Yes,0,610.5,0.0,2114.55,Yes,'95694'
219,3799-ISUZQ,49,3,35.42,Dissatisfaction,Poor expertise of online support,90,California Hot Springs,3296,United States,35.865795,-118.69759,Yes,9,226,Yes,'2',No,0,247.94,0.0,777.44,Yes,'93207'
220,7129-AZJDE,59,12,3.54,,,43,Huntington Beach,2074,United States,33.723579,-118.005441,Yes,1,58764,Yes,'3',Yes,0,120.36,0.0,2767.56,Yes,'92647'
221,5956-YHHRX,75,17,24.91,,,22,Pilot Hill,4934,United States,38.803731,-121.043799,No,0,1173,No,'5',Yes,130,523.11,0.0,2924.96,No,'95664'
222,3557-HTYWR,56,3,45.67,,,75,Los Angeles,2831,United States,33.988543,-118.334081,No,0,44764,No,'4',Yes,0,2146.49,0.0,5642.79,Yes,'90043'
223,0112-QAWRZ,49,12,48.71,,,66,Palo Verde,5560,United States,33.3249,-114.758334,Yes,8,291,Yes,'3',No,0,779.36,0.0,2221.56,Yes,'92266'
224,8144-DGHXP,46,28,36.68,,,53,Gridley,4231,United States,39.346898,-121.759537,No,0,9763,No,'4',Yes,140,1980.72,0.0,6420.67,No,'95948'
225,6575-SUVOI,65,2,30.6,,,25,Los Angeles,3154,United States,34.003553,-118.308933,Yes,9,29299,Yes,'4',No,0,765.0,0.0,2517.65,Yes,'90062'
226,3129-AAQOU,50,0,38.43,,,44,Trabuco Canyon,5038,United States,33.631119,-117.567346,Yes,4,32268,Yes,'3',No,0,730.17,0.0,1216.07,No,'92679'
227,6961-MJKBO,27,0,6.61,,,72,Los Angeles,4342,United States,34.061918,-118.277939,No,0,44004,No,'4',No,0,310.67,0.0,1253.67,No,'90057'
228,0655-RBDUG,32,29,9.25,Competitor,Competitor had better devices,86,Alviso,2561,United States,37.449537,-121.994813,No,0,2147,No,'1',Yes,0,64.75,0.0,777.75,Yes,'95002'
229,5115-SQAAU,55,0,20.98,,,60,Long Beach,6053,United States,33.781086,-118.199049,Yes,5,63136,Yes,'4',No,0,1447.62,28.09,3092.93,No,'90813'
230,7459-IMVYU,51,22,28.0,,,39,Chino Hills,5858,United States,33.942895,-117.725644,No,0,66754,No,'3',No,90,1064.0,0.0,3811.55,No,'91709'
231,7249-WBIYX,63,29,30.1,Competitor,Competitor offered more data,70,Elmira,5146,United States,38.349195,-121.902943,Yes,1,171,Yes,'2',No,0,301.0,0.0,1114.85,Yes,'95625'
232,9648-BCHKM,22,0,43.69,,,78,Palmdale,5231,United States,34.536232,-118.082935,Yes,9,67232,Yes,'3',No,0,786.42,0.0,1257.77,No,'93550'
233,8966-SNIZF,26,0,23.52,,,57,Vista,5540,United States,33.17494,-117.242761,Yes,9,62036,Yes,'4',No,0,1646.4,14.49,2935.41,No,'92083'
234,0137-OCGAB,25,69,1.23,Price,Lack of affordable download/upload speed,90,Fairfield,3056,United States,38.287136,-122.02711,No,0,77683,No,'3',No,0,1.23,0.0,81.43,Yes,'94533'
235,6366-ZGQGL,60,29,0.0,Dissatisfaction,Service dissatisfaction,73,Pomona,5087,United States,34.042286,-117.756106,No,0,69974,No,'2',No,0,0.0,0.0,24.8,Yes,'91766'
236,3727-RJMEO,34,28,8.59,Competitor,Competitor had better devices,78,Rohnert Park,4458,United States,38.34719,-122.697822,Yes,3,42544,Yes,'1',No,0,51.54,48.95,462.84,Yes,'94928'
237,1135-HIORI,48,53,39.37,,,74,Byron,5129,United States,37.83323,-121.601461,Yes,3,10153,Yes,'5',Yes,0,2519.68,0.0,9786.63,Yes,'94514'
238,8069-RHUXK,55,30,0.0,,,25,Fullerton,5655,United States,33.868316,-117.929029,Yes,5,24502,Yes,'3',No,0,0.0,0.0,2545.7,Yes,'92832'
239,7823-JSOAG,39,14,6.97,,,36,Sonoma,5203,United States,38.25485,-122.461799,No,0,34314,No,'3',No,0,20.91,0.0,238.36,Yes,'95476'
240,2876-VBBBL,64,0,10.71,Attitude,Attitude of support person,85,Shaver Lake,2783,United States,37.223,-119.001021,No,0,642,No,'2',No,0,10.71,0.0,30.96,No,'93664'
241,5673-FSSMF,19,59,33.48,Attitude,Attitude of support person,91,Delhi,4611,United States,37.422961,-120.765493,No,0,10159,No,'3',Yes,20,33.48,0.0,113.63,No,'95315'
242,0774-IFUVM,19,59,16.71,,,42,Stockton,5942,United States,37.959706,-121.287669,Yes,7,7071,Yes,'3',No,0,183.81,0.0,907.16,Yes,'95202'
243,8865-TNMNX,53,7,26.17,,,22,Los Angeles,2392,United States,33.988543,-118.334081,Yes,6,44764,Yes,'3',No,0,261.7,0.0,737.4,Yes,'90043'
244,3005-NFMTA,73,21,8.93,Price,Price too high,69,Valencia,5543,United States,34.457005,-118.573726,No,0,17846,No,'2',Yes,0,491.15,0.0,6108.9,Yes,'91354'
245,6326-MTTXK,56,6,3.27,Attitude,Attitude of service provider,90,Yuba City,3849,United States,39.075694,-121.70606,No,0,27786,No,'2',Yes,0,26.16,0.0,845.71,Yes,'95993'
246,1577-HKTFG,42,0,15.36,Attitude,Attitude of support person,79,Elk Grove,2486,United States,38.434138,-121.30587,Yes,1,38534,Yes,'1',No,0,460.8,0.0,1116.65,No,'95624'
247,7145-FEJWU,62,18,16.96,,,72,San Francisco,5913,United States,37.721052,-122.413573,No,0,40137,No,'3',Yes,0,203.52,0.0,1479.17,Yes,'94134'
248,7471-MQPOS,74,20,46.11,,,54,Long Beach,6404,United States,33.823943,-118.111335,Yes,1,37417,Yes,'4',No,20,3273.81,0.0,8433.46,No,'90808'
249,2402-TAIRZ,48,11,9.61,,,55,Los Angeles,3364,United States,34.065875,-118.238728,No,0,30596,No,'5',No,0,355.57,0.0,3374.67,Yes,'90012'
250,0239-OXEXL,37,21,43.27,,,49,Oakland,3509,United States,37.787186,-122.14633,No,0,24518,No,'4',No,100,1990.42,0.0,5938.02,No,'94619'
251,6519-ZHPXP,51,25,41.55,,,33,Sacramento,4183,United States,38.517295,-121.439819,Yes,1,30580,Yes,'4',Yes,50,2991.6,36.13,10685.12,No,'95824'
252,2408-PSJVE,41,24,37.68,,,63,Chino Hills,4388,United States,33.942895,-117.725644,Yes,1,66754,Yes,'4',No,0,1657.92,0.0,4581.97,Yes,'91709'
253,8778-LMWTJ,28,73,13.05,,,66,River Pines,5770,United States,38.545775,-120.743325,No,0,364,No,'3',No,0,117.45,0.0,825.65,Yes,'95675'
254,1644-IRKSF,48,27,20.02,Attitude,Attitude of support person,76,La Palma,5080,United States,33.850504,-118.039892,Yes,5,15505,Yes,'3',Yes,0,660.66,0.0,3785.16,Yes,'90623'
255,8785-CJSHH,22,51,34.48,,,38,West Sacramento,6213,United States,38.627951,-121.593287,Yes,9,19050,Yes,'4',Yes,0,2068.8,0.0,8054.55,Yes,'95691'
256,2018-PZKMU,32,57,44.37,,,61,Santa Ana,4171,United States,33.748478,-117.858918,Yes,10,58157,Yes,'4',Yes,0,399.33,18.62,1351.16,Yes,'92701'
257,3521-HTQTV,54,0,20.47,,,46,Hesperia,2026,United States,34.361387,-117.337509,No,0,68515,No,'3',No,0,695.98,0.0,1676.33,No,'92345'
258,6479-VDGRK,46,21,36.13,,,28,Cardiff By The Sea,4456,United States,33.015866,-117.272254,Yes,0,10375,No,'3',Yes,0,2601.36,0.0,8730.56,Yes,'92007'
259,4377-VDHYI,29,69,36.65,,,80,Patterson,2722,United States,37.410236,-121.320337,Yes,6,15536,Yes,'3',Yes,0,1172.8,0.0,4196.65,Yes,'95363'
260,5843-TTHGI,30,69,17.33,,,49,Sunnyvale,4952,United States,37.378541,-122.020456,No,0,64010,No,'5',No,50,311.94,0.0,1254.64,No,'94086'
261,5135-RDDQL,37,11,25.32,,,36,Corning,4847,United States,39.913777,-122.289984,Yes,6,13840,Yes,'3',No,0,1595.16,37.04,4779.37,Yes,'96021'
262,7710-JSYOA,59,24,28.53,,,45,Pala,5205,United States,33.384345,-117.072619,Yes,0,1831,No,'5',Yes,0,1968.57,0.0,8366.62,Yes,'92059'
263,8313-NDOIA,48,4,38.79,,,61,Green Valley Lake,5813,United States,34.244411,-117.072654,No,0,317,No,'5',Yes,40,930.96,0.0,3465.61,No,'92341'
264,5959-BELXA,67,18,25.45,Price,Price too high,79,Yucaipa,2246,United States,34.04597,-117.011825,No,0,41575,No,'2',No,0,814.4,0.0,3833.65,Yes,'92399'
265,8380-PEFPE,60,16,17.54,Competitor,Competitor had better devices,93,Avalon,2377,United States,33.391181,-118.421305,No,0,3699,No,'1',No,0,17.54,0.0,89.19,Yes,'90704'
266,1029-QFBEN,27,0,38.44,Competitor,Competitor made better offer,95,San Diego,3556,United States,32.961064,-117.134917,No,0,47224,No,'2',No,0,38.44,0.0,57.99,No,'92129'
267,3808-HFKDE,35,18,4.15,,,59,Alhambra,3460,United States,34.090925,-118.128164,No,0,54382,No,'4',No,0,83.0,0.0,1010.15,Yes,'91801'
268,0270-THENM,62,18,28.37,,,77,Mission Hills,6233,United States,34.266389,-118.459744,Yes,1,17112,Yes,'3',No,0,2042.64,25.24,7119.75,Yes,'91345'
269,7025-IWFHT,62,15,45.22,,,66,Upland,5549,United States,34.141146,-117.655583,No,0,23331,No,'3',No,0,1854.02,0.0,5583.77,Yes,'91784'
270,7608-RGIRO,62,0,17.56,,,66,Marysville,4889,United States,39.19514,-121.503883,No,0,38091,No,'3',No,0,1088.72,0.0,2501.72,No,'95901'
271,7244-QWYHG,20,73,0.0,,,54,San Diego,5363,United States,32.578103,-117.012975,Yes,3,68776,Yes,'4',No,0,0.0,0.0,2188.45,Yes,'92154'
272,6131-FOYAS,48,16,20.61,,,27,San Lorenzo,2187,United States,37.676249,-122.132415,No,0,26240,No,'3',No,0,721.35,0.0,2816.25,Yes,'94580'
273,7140-ADSMJ,23,0,35.21,,,24,Los Banos,5624,United States,36.995162,-120.955099,No,0,29124,No,'3',No,0,281.68,0.0,443.98,No,'93635'
274,4896-CPRPF,38,0,13.67,,,36,Valley Ford,4873,United States,38.339996,-122.935056,Yes,1,66,Yes,'4',No,0,478.45,0.0,1287.7,No,'94972'
275,6674-KVJHG,50,0,1.87,,,55,Lake Arrowhead,4998,United States,34.2565,-117.19335,No,0,9793,No,'4',No,0,20.57,0.0,265.72,No,'92352'
276,6161-UUUTA,77,3,2.98,Price,Price too high,90,Stockton,4367,United States,37.902422,-121.440029,No,0,49657,No,'2',No,0,8.94,0.0,269.84,Yes,'95206'
277,2324-AALNO,63,0,23.76,,,41,Porterville,5517,United States,36.008958,-118.891593,No,0,65566,No,'5',No,0,1140.48,36.04,2308.39,No,'93257'
278,2479-BRAMR,74,18,45.84,Competitor,Competitor offered more data,71,Murphys,4995,United States,38.147852,-120.440124,Yes,1,4353,Yes,'1',No,0,1879.44,0.0,5152.99,Yes,'95247'
279,0074-HDKDG,46,19,6.45,,,66,San Jose,3807,United States,37.327069,-121.916819,Yes,5,27023,Yes,'3',No,0,161.25,44.9,1727.35,Yes,'95126'
280,2267-WTPYD,77,30,23.05,,,49,Granada Hills,6015,United States,34.291273,-118.505104,Yes,1,48867,Yes,'5',No,0,1313.85,0.0,6752.8,Yes,'91344'
281,4111-BNXIF,19,52,0.0,,,56,Rancho Cucamonga,4478,United States,34.133809,-117.523724,Yes,1,12937,Yes,'4',Yes,0,0.0,0.0,4103.9,Yes,'91739'
282,6469-MRVET,32,0,44.69,,,21,Van Nuys,4160,United States,34.178483,-118.431791,Yes,8,40376,Yes,'5',No,0,44.69,0.0,64.89,No,'91401'
283,7572-KPVKK,44,19,17.67,,,33,Los Altos,5900,United States,37.352911,-122.093002,No,0,21496,No,'4',Yes,0,1095.54,0.0,7686.04,Yes,'94024'
284,8597-CWYHH,50,7,41.22,,,53,Torrance,5845,United States,33.833181,-118.292062,No,0,17058,No,'3',Yes,0,1772.46,0.0,5693.76,Yes,'90502'
285,8019-ENHXU,50,9,34.65,Dissatisfaction,Network reliability,96,Oakland,4624,United States,37.776523,-122.219268,Yes,1,54876,Yes,'2',Yes,140,1455.3,30.46,5702.89,No,'94601'
286,4315-MURBD,64,23,34.92,Price,Price too high,71,San Bruno,5559,United States,37.624436,-122.430661,No,0,39566,No,'1',Yes,0,419.04,0.0,1539.99,Yes,'94066'
287,1320-GVNHT,56,30,27.88,,,20,Glendale,4419,United States,34.182378,-118.262922,Yes,4,9864,Yes,'4',Yes,30,2007.36,0.0,9804.61,No,'91207'
288,0887-HJGAR,57,13,5.55,Competitor,Competitor offered higher download speeds,95,Coalinga,2295,United States,36.186867,-120.387793,No,0,18036,No,'3',No,0,5.55,0.0,51.25,Yes,'93210'
289,6447-EGDIV,23,0,31.79,,,69,Santa Monica,5772,United States,34.015481,-118.493231,No,0,5221,No,'4',No,0,985.49,0.0,1668.74,No,'90401'
290,1179-INLAT,33,0,2.78,,,32,Santa Clara,2787,United States,37.351214,-121.952417,No,0,36349,No,'4',No,0,8.34,0.0,77.59,No,'95050'
291,6749-UTDVX,64,16,10.87,,,63,Brownsville,6088,United States,39.440687,-121.263583,No,0,1237,No,'5',Yes,0,782.64,0.0,8417.44,Yes,'95919'
292,2657-VPXTA,45,51,32.76,,,54,Anza,4531,United States,33.527605,-116.666551,Yes,8,3745,Yes,'4',Yes,0,327.6,0.0,1257.05,Yes,'92539'
293,1775-KWJKQ,41,9,26.96,,,50,Santa Barbara,6046,United States,34.037342,-119.80079,Yes,5,25771,Yes,'4',Yes,0,1941.12,12.55,8491.47,Yes,'93105'
294,8942-DBMHZ,26,0,41.11,,,80,San Francisco,4883,United States,37.760412,-122.484966,No,0,55504,No,'5',No,0,493.32,0.0,748.67,No,'94122'
295,6572-ADKRS,19,69,42.44,,,41,Los Angeles,3395,United States,33.994524,-118.149953,No,0,9805,No,'3',No,0,1952.24,0.0,5500.54,Yes,'90040'
296,3352-RICWQ,45,0,16.13,,,24,Davis,2427,United States,38.508735,-121.678813,Yes,6,67411,Yes,'4',No,0,145.17,0.0,355.82,No,'95616'
297,1907-UBQFC,69,24,5.46,Competitor,Competitor had better devices,91,San Francisco,3189,United States,37.791998,-122.408653,No,0,13723,No,'1',No,30,54.6,0.0,773.25,No,'94108'
298,5129-HHMZC,64,14,21.08,,,53,Van Nuys,3110,United States,34.178483,-118.431791,Yes,6,40376,Yes,'4',Yes,0,906.44,0.0,4480.94,Yes,'91401'
299,4003-OCTMP,55,15,28.8,,,24,Tracy,5191,United States,37.680968,-121.446049,Yes,9,69801,Yes,'4',Yes,0,892.8,0.0,2803.55,Yes,'95376'
300,8404-VIOMB,52,15,0.0,,,57,Lakehead,4165,United States,40.883853,-122.418258,No,0,1236,No,'4',Yes,0,0.0,0.0,4136.4,Yes,'96051'
301,3677-TNKIO,27,52,36.25,Other,Don't know,95,Templeton,3228,United States,35.536115,-120.739231,No,0,7918,No,'1',No,0,507.5,0.0,1421.5,Yes,'93465'
302,1986-PHGZF,73,7,47.34,,,54,Greenwood,2812,United States,38.921333,-120.897718,No,0,1140,No,'4',No,0,852.12,0.0,1817.02,Yes,'95635'
303,4194-WHFCB,35,53,48.07,,,52,Aromas,5266,United States,36.878364,-121.629781,Yes,2,3373,Yes,'3',Yes,0,2836.13,0.0,8416.93,Yes,'95004'
304,7526-BEZQB,39,25,44.71,Attitude,Attitude of support person,89,Lawndale,2577,United States,33.88856,-118.351813,No,0,33300,No,'1',Yes,0,536.52,0.0,1684.62,Yes,'90260'
305,6993-YGFJV,29,41,3.41,,,52,Cayucos,5532,United States,35.511833,-120.918713,Yes,9,3220,Yes,'4',Yes,0,235.29,0.0,8041.79,Yes,'93430'
306,9866-OCCKE,73,22,35.04,,,34,San Diego,6010,United States,32.707892,-117.05512,Yes,1,66838,Yes,'4',No,0,2522.88,0.0,10598.23,Yes,'92114'
307,5056-FIMPT,47,10,10.19,,,76,Sacramento,3528,United States,38.517295,-121.439819,No,0,30580,No,'4',Yes,130,438.17,0.0,5100.47,No,'95824'
